categoria|status|monto|nog|nit_proveedor|nit_comprador|descripcion|fecha_publicada|modalidad_compra|tipo_ofertas|fecha_presentacion_ofertas|nombre_comprador|unidades|fecha_adjudicada|fecha_cierre_ofertas
Salud e insumos hospitalarios|Terminado adjudicado|Q194.87|5000998|5686792|2342855|DIGOXINA, TABLETA 0.25 MG. COD. IGSS 602.|09.junio.2016 Hora:7:14:23 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|15.junio.2016 Hora:8:30:00 a. m.|HOSPITAL DE RETALHULEU|1|17.junio.2016 Hora:4:19:23 p. m.|15.junio.2016 Hora:9:00:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q8,910.71|4820509|26152304|2342855|SET DE MATERIAL DE FIJACION    PRES 2976/2016|03.mayo.2016 Hora:4:46:23 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|05.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|17.junio.2016 Hora:8:35:42 p. m.|05.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q37,414.29|5002117|77190513|2342855|COD. 200	HIDROXIDO DE ALUMINIO Y MAGNESIO SUSPENSION 185 MG-200 MG.  5 ML., FRASCO 360 ML.|10.junio.2016 Hora:1:43:00 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|14.junio.2016 Hora:8:00:00 a. m.|UNIDAD PERIFERICA ZONA 11|1|17.junio.2016 Hora:4:23:20 p. m.|14.junio.2016 Hora:8:30:00 a. m.
Alimentos y semillas|Terminado adjudicado|Q4,134.29|4971671|571043K|2342855|PEDIDO CARNE COLOCHO DE VIUDA|10.junio.2016 Hora:3:25:02 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|16.junio.2016 Hora:8:30:00 a. m.|HOSPITAL DE GINECO OBSTETRICIA|1|17.junio.2016 Hora:11:36:49 a. m.|16.junio.2016 Hora:9:00:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q257.14|4835875|2475546K|2342855|BOLSA PARA RECOLECCIÓN URINARIA, PARA PIERNA DE PACIENTE, CIRCUITO CERRADO  Y DRENAJE, VÁLVULA ANTIRREFLUJO, CON CAPACIDAD 650 ML, ESCALA GRADUADA Y BANDAS DE FIJACIÓN, EMPAQUE INDIVIDUAL, ESTÉRIL...|10.mayo.2016 Hora:11:00:34 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|16.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL DE QUETZALTENANGO|1|17.junio.2016 Hora:10:53:56 a. m.|16.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q15,851.79|5022932|1700510|2342855|CITOMEGALOVIRUS IGG, REACTIVO PARA LA DETERMINACIÓN DE|15.junio.2016 Hora:1:48:40 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|17.junio.2016 Hora:8:00:00 a. m.|CONSULTORIO ZACAPA, ZACAPA|1|17.junio.2016 Hora:3:25:58 p. m.|17.junio.2016 Hora:8:30:00 a. m.
1. Limpieza, fumigación y artículos afines~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q325,619.68|4872398|4724100|2360837|Adquisición de 142,192 rollos de papel higiénico pequeño para uso en habitaciones de los Hostales|23.mayo.2016 Hora:5:21:00 p. m.|Cotización (Art. 38 LCE)|Sólo en papel.|03.junio.2016 Hora:3:00:00 p. m.|DC OFICINAS CENTRALES|1|17.junio.2016 Hora:4:51:16 p. m.|03.junio.2016 Hora:3:30:00 p. m.
Limpieza, fumigación y artículos afines|Terminado adjudicado|Q17,250.00|5008395|16904923|2318024|ADQUISICIÓN DE BOLSAS PLÁSTICAS PARA BASURA.|13.junio.2016 Hora:10:08:15 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|15.junio.2016 Hora:2:00:00 p. m.|HOSPITAL NACIONAL NICOLASA CRUZ, JALAPA|2|17.junio.2016 Hora:10:33:41 a. m.|15.junio.2016 Hora:2:30:00 p. m.
1. Construcción y materiales afines~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q43,600.00|5026725|1816640|6180698|Mantenimiento y reparación de Pozo mecánico ubicado en el Estadio Municipal Zona 2 de la Cabecera Municipal.|15.junio.2016 Hora:5:20:49 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|17.junio.2016 Hora:9:00:00 a. m.|COMPRAS|2|17.junio.2016 Hora:2:14:33 p. m.|17.junio.2016 Hora:9:30:00 a. m.
1. Alimentos y semillas~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q10,580.00|5020514|8514062|16369823|CONTRATACION DE SERVICIOS DE HOSPEDAJE, ALIMENTACION Y USO DE SALON PARA EL 22 DE JUNIO DE 2016|14.junio.2016 Hora:5:57:54 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|16.junio.2016 Hora:9:00:00 a. m.|SECRETARIA DE PLANIFICACION Y PROGRAMACION DE LA PRESIDENCIA|1|17.junio.2016 Hora:10:56:54 a. m.|16.junio.2016 Hora:9:30:00 a. m.
Transporte, repuestos y combustibles|Terminado adjudicado|Q5,745.00|5024714|16900979|3440494|El Ministerio de Economía a través de la Unidad de Compras adquirirá un boleto aéreo a la ciudad de Roatán, Islas de la Bahía, Honduras del 22-24 de Junio de 2016.|15.junio.2016 Hora:2:40:51 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|17.junio.2016 Hora:8:00:00 a. m.|UNIDAD DE COMPRAS SERVICIOS GENERALES|1|17.junio.2016 Hora:1:52:02 p. m.|17.junio.2016 Hora:8:30:00 a. m.
Alimentos y semillas|Terminado adjudicado|Q600,000.00|4942914|24604046|2337118|ADQUISICIÓN DE ALIMENTOS SERVIDOS, DESAYUNOS, ALMUERZOS, CENAS Y REFACCIONES PARA EL EJERCICIO FISCAL 2016.|01.junio.2016 Hora:10:24:36 p. m.|Cotización (Art. 38 LCE)|Sólo en papel.|14.junio.2016 Hora:10:00:00 a. m.|DEPARTAMENTO MUNICIPAL DE PLANIFICACION|4|17.junio.2016 Hora:12:55:55 p. m.|14.junio.2016 Hora:10:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q9,955.36|4824776|22341102|2342855|IMPLANTE TOTAL DE CADERA IZQUIERDA TIPO PRESSFIT   PRES 2996/2016|04.mayo.2016 Hora:2:37:29 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|06.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|17.junio.2016 Hora:9:47:30 p. m.|06.mayo.2016 Hora:8:30:00 a. m.
Construcción y materiales afines|Terminado adjudicado|Q39,465.25|5018579|30162513|6720749|MEJORAMIENTO CAMINO RURAL (BACHEO) ENTRADA PRINCIPAL A ALDEA JUSTO RUFINO BARRIOS (TRAMO ASFALTADO), OLINTEPEQUE, QUETZALTENANGO|14.junio.2016 Hora:3:30:54 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|16.junio.2016 Hora:8:00:00 a. m.|UNIDAD DE COMPRAS|1|17.junio.2016 Hora:8:59:28 a. m.|16.junio.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q1,420.00|4819799|35460180|2342855|SET DE MATERIAL DE FIJACION PRESOLICITUD 2960/2016|03.mayo.2016 Hora:4:09:49 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|05.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|17.junio.2016 Hora:7:28:34 p. m.|05.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q6,369.79|4823257|7834284|2342855|SET DE MATERIAL DE FIJACION   PRES 2983/2016|04.mayo.2016 Hora:2:33:05 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|06.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|17.junio.2016 Hora:7:47:26 p. m.|06.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q85,505.00|4989333|63015528|2342855|537-2016 SPS-465 SERVICIO DIALISIS PERITONEAL CONTINUA AMBULATORIA|07.junio.2016 Hora:6:20:58 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|09.junio.2016 Hora:8:30:00 a. m.|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|1|17.junio.2016 Hora:4:10:26 p. m.|09.junio.2016 Hora:9:00:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q150.00|4854748|47912677|2342855|SUTURA NO ABSORBIBLE SINTÉTICA MONOFILAMENTO (POLIPROPILENO) No. 2-0,  AGUJA CURVA, 3/8 DE CÍRCULO, PUNTA TRIANGULAR REVERSO CORTANTE,  TRIANGULAR,  2.3.3.3.1. (26 MM). EMPAQUE INDIVIDUAL, ESTÉRIL...|12.mayo.2016 Hora:9:54:52 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|16.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL DE QUETZALTENANGO|1|17.junio.2016 Hora:11:26:33 a. m.|16.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q3,165.53|4822692|30342074|2342855|SET DE MATERIAL DE FIJACION   PRES 2985/2016|04.mayo.2016 Hora:2:30:48 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|06.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|17.junio.2016 Hora:8:39:55 p. m.|06.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q5,178.57|4805097|26521881|2342855|"ESPARADRAPO DE SEDA  IMPERMEABLE ROLLO DE 3"" X 10 YARDAS. HIPOALERGÉNICO."|10.mayo.2016 Hora:10:07:32 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|16.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL DE QUETZALTENANGO|1|17.junio.2016 Hora:9:13:31 a. m.|16.mayo.2016 Hora:8:30:00 a. m.
1. Publicidad, campañas y vallas~2. Textiles, ropa y calzado~3. Otros tipos de bienes o servicios|Terminado adjudicado|Q38,050.00|5002753|75403668|2360837|ADQUISION DE 2,800 PELUCHES PARA PARQUE TEMATICO XETULUL|10.junio.2016 Hora:12:26:17 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|15.junio.2016 Hora:9:00:00 a. m.|DC OFICINAS CENTRALES|7|17.junio.2016 Hora:11:33:29 a. m.|15.junio.2016 Hora:9:30:00 a. m.
Construcción y materiales afines|Terminado adjudicado|Q289,400.00|4918509|3427889|86349643|MEJORAMIENTO CANCHA POLIDEPORTIVA CON TECHADO, ESCUELA PRIMARIA, CASERIO TILAPA, LA BLANCA, SAN MARCOS|03.junio.2016 Hora:11:32:43 a. m.|Cotización (Art. 38 LCE)|Sólo en papel.|16.junio.2016 Hora:10:00:00 a. m.|MUNICIPALIDAD DE LA BLANCA, SAN MARCOS|1|17.junio.2016 Hora:1:50:02 p. m.|16.junio.2016 Hora:10:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q6,839.64|4825276|7593589|2342855|SET DE MATERIAL DE FIJACION   PRES 2938/2016|04.mayo.2016 Hora:3:37:25 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|06.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|17.junio.2016 Hora:8:16:49 p. m.|06.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q9,375.00|5014530|26952394|2342855|Antitoxina tetánica, Solución inyectable 3,000 UI, vial o ampolla|14.junio.2016 Hora:9:43:43 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|16.junio.2016 Hora:11:30:00 a. m.|HOSPITAL DE CHICACAO, SUCHITEPEQUEZ|1|17.junio.2016 Hora:3:41:37 p. m.|16.junio.2016 Hora:12:00:00 p. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q85,941.25|4989384|63015528|2342855|539-2016 SPS-465 SERVICIO DIALISIS PERITONEAL CONTINUA AMBULATORIA|07.junio.2016 Hora:6:22:01 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|09.junio.2016 Hora:8:30:00 a. m.|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|1|17.junio.2016 Hora:4:12:40 p. m.|09.junio.2016 Hora:9:00:00 a. m.
Construcción y materiales afines|Terminado adjudicado|Q21,170.00|5012104|71935983|4423828|SUMINISTRO DE 290 SACOS DE CEMENTO UGC, PARA LA EJECUCIÓN DE PROYECTOS POR ADMINISTRACIÓN DE LA MUNICIPALIDAD DE SAN JOSE LA ARADA, CHIQUIMULA|13.junio.2016 Hora:4:18:23 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|15.junio.2016 Hora:8:00:00 a. m.|MUNICIPALIDAD DE SAN JOSE LA ARADA|1|17.junio.2016 Hora:3:32:32 p. m.|15.junio.2016 Hora:8:30:00 a. m.
1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q21,696.43|4955277|37591126|2342855|EVENTO 2882/2016. PACHA PLÁSTICA DE 4 ONZAS, TRANSPARENTE, CON ESCALA, RESISTENTE A ESTERILIZACIÓN, CON BIBERÓN PEQUEÑO.|31.mayo.2016 Hora:4:20:24 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|02.junio.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ENFERMEDADES|1|17.junio.2016 Hora:9:38:13 a. m.|02.junio.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q4,793.75|5011701|7477279|2342855|COD. 321 Estradiol Valerato y Norgestrel, Gragea 2 mg y 0.5 mg, envase calendario. ANEXAR INSCRIPCION DE GUATECOMPRAS, REGISTRO SANITARIO VIGENTE Y COTIZACION, SEGUNDA PROGRAMACION CUATRIMESTRAL 2016.|14.junio.2016 Hora:10:52:38 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|16.junio.2016 Hora:10:00:00 a. m.|HOSPITAL DE ESCUINTLA|1|17.junio.2016 Hora:12:03:45 p. m.|16.junio.2016 Hora:10:30:00 a. m.
1. Publicidad, campañas y vallas~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q16,200.00|5012325|16898389|3225399|PUBLICACIÓN MEDIA PÁGINA HORIZONTAL, FULL COLOR EN MEDIO ESCRITO.|13.junio.2016 Hora:4:32:41 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|16.junio.2016 Hora:4:30:00 p. m.|DIRECCIÓN DE PLANIFICACIÓN EDUCATIVA -DIPLAN-|1|17.junio.2016 Hora:11:58:23 a. m.|16.junio.2016 Hora:5:00:00 p. m.
1. Computación y telecomunicaciones~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q58,212.00|4996364|38096617|662801K|ADQUISICIÓN DE TARJETAS DE RED PARA USO EN DIFERENTES UNIDADES DE LA DIRECCIÓN SUPERIOR DEL MINISTERIO DE CULTURA Y DEPORTES|13.junio.2016 Hora:4:59:12 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|15.junio.2016 Hora:9:00:00 a. m.|DEPARTAMENTO DE COMPRAS DESPACHO SUPERIOR|1|17.junio.2016 Hora:5:18:41 p. m.|15.junio.2016 Hora:9:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q6,250.00|4803957|42102731|2342855|PIPETA GRADUADA DESECHABLE PARA SEDIMENTACIÓN|10.mayo.2016 Hora:9:58:01 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|16.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL DE QUETZALTENANGO|1|17.junio.2016 Hora:8:56:11 a. m.|16.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q8,500.00|5011922|5974488|2342855|COD. 211 Carboximetilcelulosa, Solución oftálmica 0.5 %, frasco gotero 15 ml. ANEXAR INSCRIPCION DE GUATECOMPRAS, REGISTRO SANITARIO VIGENTE Y COTIZACION, SEGUNDA PROGRAMACION CUATRIMESTRAL 2016.|14.junio.2016 Hora:10:49:18 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|16.junio.2016 Hora:10:00:00 a. m.|HOSPITAL DE ESCUINTLA|1|17.junio.2016 Hora:11:51:45 a. m.|16.junio.2016 Hora:10:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q58,820.00|5001056|22339655|2342855|FORMOTEROL FUMARATO, CAPSULA CON POLVO PARA INHALACIÓN 12 MCG / INHALACIÓN CON INHALADOR POLVO SECO MONODOSIS. COD. IGSS 509.|09.junio.2016 Hora:7:15:05 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|15.junio.2016 Hora:8:30:00 a. m.|HOSPITAL DE RETALHULEU|1|17.junio.2016 Hora:4:00:56 p. m.|15.junio.2016 Hora:9:00:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q156.70|5014638|4751124|2342855|COD. 837 Lamotrigina, Tableta 25 mg. SEGUN ACTA NO. 07/2016 DE COMITE TERAPEUTICO LOCAL, ANEXAR INSCRIPCION DE GUATECOMPRAS, REGISTRO SANITARIO VIGENTE Y COTIZACION, SEGUNDA PROGRAMACION 2016.|14.junio.2016 Hora:11:06:50 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|16.junio.2016 Hora:10:00:00 a. m.|HOSPITAL DE ESCUINTLA|1|17.junio.2016 Hora:11:02:02 a. m.|16.junio.2016 Hora:10:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q85,723.13|4993780|63015528|2342855|550-2016 SPS-465 SERVICIO DIALISIS PERITONEAL CONTINUA AMBULATORIA|08.junio.2016 Hora:3:53:55 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|10.junio.2016 Hora:8:30:00 a. m.|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|1|17.junio.2016 Hora:4:54:53 p. m.|10.junio.2016 Hora:9:00:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q15,142.86|5015294|8163294|2342855|COD. 735 Gluconato cálcico, Solución inyectable 10%, vial o ampolla 10 ml. ANEXAR INSCRIPCION DE GUATECOMPRAS, REGISTRO SANITARIO VIGENTE Y COTIZACION, SEGUNDA PROGRAMACION CUATRIMESTRAL 2016.|14.junio.2016 Hora:11:10:59 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|16.junio.2016 Hora:10:00:00 a. m.|HOSPITAL DE ESCUINTLA|1|17.junio.2016 Hora:12:00:53 p. m.|16.junio.2016 Hora:10:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q400.00|4827554|58821597|2342855|RODILLERA ELÁSTICA ALGODÓN Ó POLIESTER CON FILAMENTO DE LÁTEX, CON ORILLA REFORZADA, TAMAÑO MEDIANO, EMPAQUE INDIVIDUAL. RODILLERA|10.mayo.2016 Hora:10:47:00 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|16.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL DE QUETZALTENANGO|1|17.junio.2016 Hora:9:45:27 a. m.|16.mayo.2016 Hora:8:30:00 a. m.
1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q42,183.04|4923197|4556984|2342855|EVENTO 2753/2016. SISTEMA DE CURACIÓN ABDOMINAL PARA SISTEMA VAC, CONSISTENTE EN: 2 ESPONJAS DE POLIURETANO PERFORADAS, 1 APÓSITO NO ADHERENTE DE POLIURETANO CON 1 ESPONJA DE POLIURETANO ENCAPSULADA Y|25.mayo.2016 Hora:8:11:00 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|27.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ENFERMEDADES|1|17.junio.2016 Hora:9:55:46 a. m.|27.mayo.2016 Hora:8:30:00 a. m.
1. Alimentos y semillas~2. Limpieza, fumigación y artículos afines~3. Papelería y artículos de librería~4. Textiles, ropa y calzado~5. Otros tipos de bienes o servicios|Terminado adjudicado|Q8,767.80|4996518|25631918|662801K|ADQUISICIÓN DE INSUMOS PARA STOCK DE LA DIRECCIÓN SUPERIOR DEL MINISTERIO DE CULTURA Y DEPORTES|14.junio.2016 Hora:2:51:47 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|16.junio.2016 Hora:9:00:00 a. m.|DEPARTAMENTO DE COMPRAS DESPACHO SUPERIOR|22|17.junio.2016 Hora:5:41:50 p. m.|16.junio.2016 Hora:9:30:00 a. m.
1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q2,589.29|4970861|91060508|2342855|PEDIDO 1306/2016|03.junio.2016 Hora:10:31:00 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|10.junio.2016 Hora:8:00:00 a. m.|POLICLINICA|1|17.junio.2016 Hora:10:58:01 a. m.|10.junio.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q321.43|4997980|1204076|2342855|"CICLOSPORINA ""A"" SOLUCIÓN OFTÁLMICA 0.1%, FRASCO GOTERO DE 5 ML. COD. IGSS 10528."|09.junio.2016 Hora:6:35:56 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|15.junio.2016 Hora:8:30:00 a. m.|HOSPITAL DE RETALHULEU|1|17.junio.2016 Hora:4:16:30 p. m.|15.junio.2016 Hora:9:00:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q8,080.36|4987128|84384107|2342855|pedido 1586 codigo 10588 descripcion ebastina, comprimido recubierto  20 mg|08.junio.2016 Hora:9:00:23 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|13.junio.2016 Hora:8:00:00 a. m.|POLICLINICA|1|17.junio.2016 Hora:11:26:19 a. m.|13.junio.2016 Hora:8:30:00 a. m.
Otros tipos de bienes o servicios|Terminado adjudicado|Q14,940.00|5036267|9553002|16369823|"Servicio de hospedaje y alimentación para participantes en taller ""Curso en DMP en Formulación y Evaluación de Proyectos de Inversión Pública"", del 20 al 22 de junio de 2016 en el Depto. de Jutiapa."|17.junio.2016 Hora:4:23:19 p. m.|Adquisición Directa por Ausencia de Oferta (Art. 32 LCE)|Sólo en papel.|17.junio.2016 Hora:4:30:00 p. m.|SECRETARIA DE PLANIFICACION Y PROGRAMACION DE LA PRESIDENCIA|1|17.junio.2016 Hora:5:42:36 p. m.|17.junio.2016 Hora:5:00:00 p. m.
Computación y telecomunicaciones|Terminado adjudicado|Q9,285.71|5010810|7127170|2342855|IMPRESORA LASER, CODIGO S/C|13.junio.2016 Hora:2:42:15 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|15.junio.2016 Hora:2:30:00 p. m.|HOSPITAL DE PATULUL, SUCHITEPEQUEZ|1|17.junio.2016 Hora:1:24:24 p. m.|15.junio.2016 Hora:3:00:00 p. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q85,941.25|4964721|63015528|2342855|EVENTO No. 502-2016 SPS-465 SERVICIO DIALISIS PERITONEAL CONTINUA AMBULATORIA|01.junio.2016 Hora:7:23:04 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|03.junio.2016 Hora:8:30:00 a. m.|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|1|17.junio.2016 Hora:2:46:55 p. m.|03.junio.2016 Hora:9:00:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q10,714.29|5002273|6177999|2342855|COD. 242	ANTIESPASMÓDICO SIMPLE, CÁPSULA O COMPRIMIDO 10 MG.|10.junio.2016 Hora:1:49:42 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|14.junio.2016 Hora:8:00:00 a. m.|UNIDAD PERIFERICA ZONA 11|1|17.junio.2016 Hora:4:20:46 p. m.|14.junio.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q629.55|5006716|5854229|2342855|641 - SECNIDAZOL,TABLETA 500MG. C-1112|11.junio.2016 Hora:1:55:00 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|15.junio.2016 Hora:8:00:00 a. m.|HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL|1|17.junio.2016 Hora:3:03:32 p. m.|15.junio.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q1,767.86|4927842|5801338|2342855|CANULA PARA TRAQUEOSTOMIA No. 7 FR.; CANULA EXTERNA CON BALON DE BAJA PRESION, CON ENDOCANULA CON CINTA DE FIJACION AL CUELLO, EMPAQUE INDIVIDUAL , ESTERIL, DESCARTABLE. CANULA. (J-0720 INTENSIVO UNO)|25.mayo.2016 Hora:9:55:16 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|30.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|17.junio.2016 Hora:4:54:48 p. m.|30.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q85,505.00|4964659|63015528|2342855|EVENTO No. 496-2016 SPS-465 SERVICIO DIALISIS PERITONEAL CONTINUA AMBULATORIA|01.junio.2016 Hora:7:19:01 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|03.junio.2016 Hora:8:30:00 a. m.|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|1|17.junio.2016 Hora:11:35:04 a. m.|03.junio.2016 Hora:9:00:00 a. m.
Alimentos y semillas|Terminado adjudicado|Q13,600.00|5007992|82927952|2360837|4000 LBS. DE PAPA LOMA|15.junio.2016 Hora:9:00:32 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|17.junio.2016 Hora:9:00:00 a. m.|PARQUE DE DIVERSIONES XETULUL|1|17.junio.2016 Hora:3:57:05 p. m.|17.junio.2016 Hora:9:30:00 a. m.
